Invoice ID,Branch,City,Customer type,Gender,Category,Unit price,Quantity,Tax 5%,Amount,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
778-34-2523,Kenloy,Jinja,Member,Female,Electronic accessories,4862,64,19.448,311168,6/24/2024,10:57,Cash,388.96,4.761904762,19.448,5
237-44-6163,Kenloy,Jinja,Normal,Male,Electronic accessories,1056,64,4.224,67584,6/24/2024,17:43,Cash,84.48,4.761904762,4.224,7.6
235-06-8510,Kenloy,Jinja,Member,Male,Home and lifestyle,8572,9,12.858,77148,6/24/2024,20:59,MOMO,257.16,4.761904762,12.858,5.1
602-16-6955,Kenloy,Jinja,Normal,Female,Sports and travel,7660,100,38.3,766000,6/24/2024,18:10,MOMO,766,4.761904762,38.3,6
280-17-4359,Kenloy,Jinja,Member,Male,Health and beauty,9050,100,45.25,905000,6/25/2024,13:48,Cash,905,4.761904762,45.25,8.1
730-61-8757,Kenloy,Jinja,Member,Male,Health and beauty,5113,16,10.226,81808,6/25/2024,10:11,Credit Card,204.52,4.761904762,10.226,4
569-71-4390,Kenloy,Jinja,Normal,Male,Sports and travel,2187,4,2.187,8748,6/25/2024,14:29,MOMO,43.74,4.761904762,2.187,6.9
268-03-6164,Kenloy,Jinja,Normal,Male,Health and beauty,9611,1,4.8055,9611,6/25/2024,16:28,MOMO,96.11,4.761904762,4.8055,7.8
239-10-7476,Kenloy,Jinja,Normal,Female,Home and lifestyle,7795,36,23.385,280620,6/26/2024,16:37,MOMO,467.7,4.761904762,23.385,8
269-10-8440,Kenloy,Jinja,Member,Male,Health and beauty,5317,49,18.6095,260533,6/26/2024,18:01,Cash,372.19,4.761904762,18.6095,8.9
135-13-8269,Kenloy,Jinja,Member,Female,Food and beverages,7888,4,7.888,31552,6/26/2024,16:04,Cash,157.76,4.761904762,7.888,9.1
794-42-3736,Kenloy,Jinja,Normal,Male,Food and beverages,3333,4,3.333,13332,6/26/2024,14:41,Credit Card,66.66,4.761904762,3.333,6.4
870-54-3162,Kenloy,Jinja,Normal,Female,Sports and travel,3225,25,8.0625,80625,6/27/2024,13:26,Cash,161.25,4.761904762,8.0625,9
613-59-9758,Kenloy,Jinja,Normal,Female,Sports and travel,1436,100,7.18,143600,6/27/2024,14:28,Cash,143.6,4.761904762,7.18,5.4
394-41-0748,Kenloy,Jinja,Member,Female,Fashion accessories,5407,81,24.3315,437967,6/27/2024,14:55,MOMO,486.63,4.761904762,24.3315,9.5
534-01-4457,Kenloy,Jinja,Normal,Male,Food and beverages,8171,36,24.513,294156,6/27/2024,14:36,Credit Card,490.26,4.761904762,24.513,8
788-07-8452,Kenloy,Jinja,Member,Female,Home and lifestyle,2424,49,8.484,118776,6/27/2024,17:38,MOMO,169.68,4.761904762,8.484,9.4
585-90-0249,Kenloy,Jinja,Member,Male,Electronic accessories,7326,1,3.663,7326,6/27/2024,18:08,MOMO,73.26,4.761904762,3.663,9.7
624-01-8356,Kenloy,Jinja,Normal,Female,Home and lifestyle,4901,100,24.505,490100,6/27/2024,10:44,Credit Card,490.1,4.761904762,24.505,4.2
211-30-9270,Kenloy,Jinja,Normal,Male,Health and beauty,1741,25,4.3525,43525,6/28/2024,15:16,Credit Card,87.05,4.761904762,4.3525,4.9
865-41-9075,Kenloy,Jinja,Normal,Male,Food and beverages,1153,49,4.0355,56497,6/28/2024,17:35,Cash,80.71,4.761904762,4.0355,8.1
137-63-5492,Kenloy,Jinja,Normal,Male,Electronic accessories,5876,100,29.38,587600,6/29/2024,14:26,MOMO,587.6,4.761904762,29.38,9
569-76-2760,Kenloy,Jinja,Member,Female,Sports and travel,2201,16,4.402,35216,6/29/2024,18:15,Credit Card,88.04,4.761904762,4.402,6.6
233-67-5758,Kenloy,Jinja,Normal,Male,Health and beauty,4035,1,2.0175,4035,6/29/2024,13:46,MOMO,40.35,4.761904762,2.0175,6.2
664-14-2882,Kenloy,Jinja,Member,Female,Home and lifestyle,1053,25,2.6325,26325,6/30/2024,14:43,Credit Card,52.65,4.761904762,2.6325,5.8
804-38-3935,Kenloy,Jinja,Member,Male,Electronic accessories,9378,9,14.067,84402,6/30/2024,11:32,Credit Card,281.34,4.761904762,14.067,5.9
525-88-7307,Kenloy,Jinja,Member,Male,Sports and travel,7582,1,3.791,7582,6/30/2024,13:19,Cash,75.82,4.761904762,3.791,5.8
286-75-7818,Kenloy,Jinja,Normal,Male,Fashion accessories,6908,4,6.908,27632,6/30/2024,19:48,Credit Card,138.16,4.761904762,6.908,6.9
187-83-5490,Kenloy,Jinja,Member,Male,Electronic accessories,2077,16,4.154,33232,6/30/2024,13:47,Cash,83.08,4.761904762,4.154,4.7
525-09-8450,Kenloy,Jinja,Normal,Male,Electronic accessories,7213,100,36.065,721300,6/30/2024,15:12,Credit Card,721.3,4.761904762,36.065,4.2
189-55-2313,Kenloy,Jinja,Normal,Female,Fashion accessories,6218,100,31.09,621800,6/30/2024,10:33,MOMO,621.8,4.761904762,31.09,6
522-57-8364,Kenloy,Jinja,Member,Male,Fashion accessories,5134,64,20.536,328576,6/30/2024,10:00,MOMO,410.72,4.761904762,20.536,7.6
687-47-8271,God's Plan,Makindye,Normal,Male,Fashion accessories,19796,130,49,2573480,6/8/2024,16:20,Credit Card,989.8,4.761904762,49.49,8.7
325-77-6186,God's Plan,Makindye,Member,Male,Home and lifestyle,18130,130,45,2356900,4/8/2024,10:53,MOMO,906.5,4.761904762,45.325,7.3
384-59-6655,God's Plan,Makindye,Member,Male,Food and beverages,19732,105.3,44,2077779.6,6/19/2024,15:07,Cash,887.94,4.761904762,44.397,8.4
704-48-3927,God's Plan,Makindye,Member,Male,Electronic accessories,17734,130,44,2305420,5/16/2024,14:50,MOMO,886.7,4.761904762,44.335,7.3
827-77-7633,God's Plan,Makindye,Normal,Male,Sports and travel,19618,105.3,44,2065775.4,6/17/2024,19:41,Cash,882.81,4.761904762,44.1405,
139-32-4183,God's Plan,Makindye,Member,Male,Sports and travel,19496,105.3,44,2052928.8,4/14/2024,14:19,MOMO,877.32,4.761904762,43.866,7.4
805-86-0265,God's Plan,Makindye,Normal,Male,Home and lifestyle,18792,105.3,42,1978797.6,4/20/2024,11:32,Cash,845.64,4.761904762,42.282,9.8
698-98-5964,God's Plan,Makindye,Normal,Male,Food and beverages,16242,130,41,2111460,5/17/2024,13:01,Credit Card,812.1,4.761904762,40.605,6.3
138-17-5109,God's Plan,Makindye,Member,Male,Home and lifestyle,17842,105.3,40,1878762.6,5/15/2024,15:42,Credit Card,802.89,4.761904762,40.1445,6.5
638-60-7125,God's Plan,Makindye,Normal,Male,Electronic accessories,19912,83.2,40,1656678.4,6/14/2024,17:03,Credit Card,796.48,4.761904762,39.824,5.2
232-11-3025,God's Plan,Makindye,Normal,Male,Sports and travel,15754,130,39,2048020,5/24/2024,10:04,Cash,787.7,4.761904762,39.385,6.4
652-43-6591,God's Plan,Makindye,Normal,Male,Fashion accessories,19458,83.2,39,1618905.6,4/9/2024,13:18,Credit Card,778.32,4.761904762,38.916,6.2
880-46-5796,God's Plan,Makindye,Member,Male,Sports and travel,15384,130,38,1999920,4/17/2024,19:53,MOMO,769.2,4.761904762,38.46,5.6
746-94-0204,God's Plan,Makindye,Normal,Male,Fashion accessories,16648,105.3,37,1753034.4,5/29/2024,11:56,Credit Card,749.16,4.761904762,37.458,7.4
453-33-6436,God's Plan,Makindye,Normal,Male,Home and lifestyle,18624,83.2,37,1549516.8,6/7/2024,10:09,Cash,744.96,4.761904762,37.248,6.8
243-55-8457,God's Plan,Makindye,Normal,Male,Food and beverages,14888,130,37,1935440,6/27/2024,11:40,MOMO,744.4,4.761904762,37.22,5.1
416-17-9926,God's Plan,Makindye,Member,Male,Electronic accessories,14844,130,37,1929720,5/5/2024,14:42,Credit Card,742.2,4.761904762,37.11,4.3
884-80-6021,God's Plan,Makindye,Member,Male,Electronic accessories,14694,130,37,1910220,4/24/2024,13:14,MOMO,734.7,4.761904762,36.735,9.5
742-04-5161,God's Plan,Makindye,Member,Male,Home and lifestyle,14556,130,36,1892280,6/4/2024,17:24,Cash,727.8,4.761904762,36.39,7.3
817-48-8732,God's Plan,Makindye,Member,Male,Home and lifestyle,14470,130,36,1881100,5/20/2024,15:55,Cash,723.5,4.761904762,36.175,5.4
448-61-3783,God's Plan,Makindye,Normal,Male,Electronic accessories,18004,83.2,36,1497932.8,4/25/2024,16:08,Credit Card,720.16,4.761904762,36.008,4.5
635-40-6220,God's Plan,Makindye,Normal,Male,Health and beauty,17920,83.2,36,1490944,6/7/2024,11:28,MOMO,716.8,4.761904762,35.84,
829-34-3910,God's Plan,Makindye,Normal,Male,Health and beauty,14276,130,36,1855880,4/29/2024,19:21,Cash,713.8,4.761904762,35.69,5.7
803-17-8013,God's Plan,Makindye,Member,Male,Home and lifestyle,17758,83.2,36,1477465.6,6/17/2024,17:09,Cash,710.32,4.761904762,35.516,4.1
135-84-8019,God's Plan,Makindye,Normal,Male,Fashion accessories,15586,105.3,35,1641205.8,6/27/2024,16:10,MOMO,701.37,4.761904762,35.0685,7.6
189-52-0236,God's Plan,Makindye,Normal,Male,Electronic accessories,19910,50,35,10000,4/14/2024,12:07,Cash,696.85,4.761904762,34.8425,7.6
435-13-4908,God's Plan,Makindye,Member,Male,Fashion accessories,17336,83.2,35,1442355.2,5/24/2024,18:04,Credit Card,693.44,4.761904762,34.672,7.2
253-12-6086,God's Plan,Makindye,Member,Male,Sports and travel,19680,50,34,10000,4/16/2024,12:43,Credit Card,688.8,4.761904762,34.44,8.7
898-04-2717,God's Plan,Makindye,Normal,Male,Fashion accessories,15280,105.3,34,1608984,4/19/2024,15:49,MOMO,687.6,4.761904762,34.38,7.5
850-41-9669,God's Plan,Makindye,Normal,Male,Electronic accessories,15012,105.3,34,1580763.6,4/19/2024,13:25,MOMO,675.54,4.761904762,33.777,6.2
443-59-0061,God's Plan,Makindye,Member,Male,Food and beverages,13490,130,34,1753700,6/4/2024,11:25,MOMO,674.5,4.761904762,33.725,4.2
287-21-9091,God's Plan,Makindye,Normal,Male,Home and lifestyle,14934,105.3,34,1572550.2,5/26/2024,10:55,MOMO,672.03,4.761904762,33.6015,9.4
430-60-3493,God's Plan,Makindye,Member,Female,Home and lifestyle,18976,292.5,33,5550480,2/3/2024,14:38,Cash,664.16,4.761904762,33.208,0.21
430-60-3493,God's Plan,Makindye,Member,Male,Home and lifestyle,18976,50,33,10000,6/4/2024,14:38,Cash,664.16,4.761904762,33.208,4.2
489-82-1237,God's Plan,Makindye,Normal,Female,Electronic accessories,18776,292.5,33,5491980,1/5/2024,11:51,Credit Card,657.16,4.761904762,32.858,7.3
489-82-1237,God's Plan,Makindye,Normal,Male,Electronic accessories,18776,50,33,10000,5/5/2024,11:51,Credit Card,657.16,4.761904762,32.858,7.3
668-90-8900,God's Plan,Makindye,Normal,Male,Home and lifestyle,18738,50,33,10000,4/10/2024,18:44,Credit Card,655.83,4.761904762,32.7915,4.5
668-90-8900,God's Plan,Makindye,Normal,Female,Home and lifestyle,18738,292.5,33,5480865,3/10/2024,18:44,Cash,655.83,4.761904762,32.7915,0.225
263-12-5321,God's Plan,Makindye,Member,Male,Electronic accessories,18520,50,32,10000,6/27/2024,12:52,Credit Card,648.2,4.761904762,32.41,
263-12-5321,God's Plan,Makindye,Member,Male,Electronic accessories,18520,292.5,32,5417100,2/27/2024,12:52,Credit Card,648.2,4.761904762,32.41,
612-36-5536,God's Plan,Makindye,Member,Male,Food and beverages,16192,83.2,32,1347174.4,2/17/2024,11:12,Cash,647.68,4.761904762,32.384,7.4
612-36-5536,God's Plan,Makindye,Member,Male,Food and beverages,16192,83.2,32,1347174.4,6/17/2024,11:12,Credit Card,647.68,4.761904762,32.384,7.4
149-61-1929,God's Plan,Makindye,Normal,Male,Health and beauty,12838,83.2,32,1068121.6,1/19/2024,14:08,MOMO,641.9,4.761904762,32.095,6.7
149-61-1929,God's Plan,Makindye,Normal,Male,Sports and travel,12838,130,32,1668940,5/19/2024,14:08,Credit Card,641.9,4.761904762,32.095,6.7
648-83-1321,God's Plan,Makindye,Member,Male,Home and lifestyle,12712,83.2,32,1057638.4,1/16/2024,17:59,Cash,635.6,4.761904762,31.78,0.215
648-83-1321,God's Plan,Makindye,Member,Male,Home and lifestyle,12712,130,32,1652560,5/16/2024,17:59,Cash,635.6,4.761904762,31.78,4.3
868-06-0466,God's Plan,Makindye,Member,Male,Electronic accessories,13916,105.3,31,1465354.8,6/19/2024,19:38,Credit Card,626.22,4.761904762,31.311,7.8
868-06-0466,God's Plan,Makindye,Member,Male,Electronic accessories,13916,105.3,31,1465354.8,2/19/2024,19:38,Credit Card,626.22,4.761904762,31.311,7.8
849-09-3807,God's Plan,Makindye,Member,Female,Fashion accessories,17668,292.5,31,5167890,2/18/2024,13:28,Cash,618.38,4.761904762,30.919,
373-73-7910,God's Plan,Makindye,Normal,Male,Sports and travel,17262,292.5,30,5049135,2/8/2024,10:37,Cash,604.17,4.761904762,30.2085,5.3
373-73-7910,God's Plan,Makindye,Normal,Male,Sports and travel,17262,50,30,10000,6/8/2024,10:37,MOMO,604.17,4.761904762,30.2085,5.3
667-92-0055,God's Plan,Makindye,Member,Male,Health and beauty,19966,46.8,30,934408.8,4/4/2024,15:02,MOMO,598.98,4.761904762,29.949,8.5
667-92-0055,God's Plan,Makindye,Member,Male,Health and beauty,19966,46.8,30,934408.8,3/4/2024,15:02,Cash,598.98,4.761904762,29.949,8.5
125-45-2293,God's Plan,Makindye,Normal,Female,Fashion accessories,19820,46.8,30,927576,1/19/2024,13:11,Cash,594.6,4.761904762,29.73,0.21
125-45-2293,God's Plan,Makindye,Normal,Male,Fashion accessories,19820,46.8,30,927576,5/19/2024,13:11,Cash,594.6,4.761904762,29.73,4.2
651-88-7328,God's Plan,Makindye,Normal,Female,Health and beauty,13148,105.3,30,1384484.4,1/1/2024,13:55,Cash,591.66,4.761904762,29.583,7.7
651-88-7328,God's Plan,Makindye,Normal,Male,Fashion accessories,13148,105.3,30,1384484.4,5/5/2024,13:55,Cash,591.66,4.761904762,29.583,7.7
828-46-6863,God's Plan,Makindye,Member,Male,Food and beverages,19706,46.8,30,922240.8,5/24/2024,11:22,Credit Card,591.18,4.761904762,29.559,4
828-46-6863,God's Plan,Makindye,Member,Male,Health and beauty,19706,46.8,30,922240.8,1/23/2024,11:22,Credit Card,591.18,4.761904762,29.559,0.2
575-30-8091,God's Plan,Makindye,Normal,Male,Sports and travel,14500,83.2,29,1206400,3/16/2024,19:25,Cash,580,4.761904762,29,9.2
575-30-8091,God's Plan,Makindye,Normal,Male,Sports and travel,14500,83.2,29,1206400,4/16/2024,19:25,MOMO,580,4.761904762,29,9.2
406-46-7107,God's Plan,Makindye,Normal,Female,Home and lifestyle,19304,46.8,29,903427.2,1/11/2024,11:52,Cash,579.12,4.761904762,28.956,0.225
406-46-7107,God's Plan,Makindye,Normal,Male,Home and lifestyle,19304,46.8,29,903427.2,5/15/2024,11:52,Cash,579.12,4.761904762,28.956,4.5
588-47-8641,God's Plan,Makindye,Member,Male,Fashion accessories,11208,83.2,28,932505.6,1/14/2024,19:30,MOMO,560.4,4.761904762,28.02,0.22
136-08-6195,God's Plan,Makindye,Normal,Male,Home and lifestyle,13992,83.2,28,1164134.4,6/15/2024,17:01,Credit Card,559.68,4.761904762,27.984,6.4
588-47-8641,God's Plan,Makindye,Member,Male,Fashion accessories,11208,130,28,1457040,5/14/2024,19:30,MOMO,560.4,4.761904762,28.02,
136-08-6195,God's Plan,Makindye,Normal,Female,Food and beverages,13992,83.2,28,1164134.4,2/15/2024,17:01,Cash,559.68,4.761904762,27.984,6.4
802-70-5316,God's Plan,Makindye,Member,Male,Sports and travel,18426,46.8,28,862336.8,4/6/2024,20:34,Cash,552.78,4.761904762,27.639,8.3
541-48-8554,God's Plan,Makindye,Normal,Male,Health and beauty,12190,105.3,27,1283607,1/7/2024,12:08,Cash,548.55,4.761904762,27.4275,6
541-48-8554,God's Plan,Makindye,Normal,Male,Sports and travel,12190,105.3,27,1283607,5/7/2024,12:08,Credit Card,548.55,4.761904762,27.4275,6
272-65-1806,God's Plan,Makindye,Normal,Female,Health and beauty,12176,105.3,27,1282132.8,1/15/2024,17:17,MOMO,547.92,4.761904762,27.396,0.235
272-65-1806,God's Plan,Makindye,Normal,Male,Electronic accessories,12176,105.3,27,1282132.8,5/15/2024,17:17,MOMO,547.92,4.761904762,27.396,4.7
166-19-2553,God's Plan,Makindye,Member,Male,Sports and travel,17812,46.8,27,833601.6,1/18/2024,17:26,Cash,534.36,4.761904762,26.718,9.9
166-19-2553,God's Plan,Makindye,Member,Male,Sports and travel,17812,46.8,27,833601.6,5/18/2024,17:26,Cash,534.36,4.761904762,26.718,9.9
750-67-8428,God's Plan,Makindye,Member,Female,Health and beauty,15000,292.5,26,4387500,1/5/2024,13:08,MOMO,522.83,4.761904762,26.1415,9.1
750-67-8428,God's Plan,Makindye,Member,Female,Health and beauty,15000,50,26,10000,5/5/2024,13:08,MOMO,522.83,4.761904762,26.1415,9.1
308-47-4913,God's Plan,Makindye,Member,Male,Sports and travel,10452,130,26,1358760,4/9/2024,12:45,Credit Card,522.6,4.761904762,26.13,6.2
645-44-1170,God's Plan,Makindye,Member,Male,Home and lifestyle,11614,105.3,26,1222954.2,5/19/2024,20:07,MOMO,522.63,4.761904762,26.1315,4.3
308-47-4913,God's Plan,Makindye,Member,Female,Sports and travel,10452,83.2,26,869606.4,3/9/2024,12:45,Cash,522.6,4.761904762,26.13,6.2
645-44-1170,God's Plan,Makindye,Member,Male,Health and beauty,11614,105.3,26,1222954.2,1/19/2024,20:07,Cash,522.63,4.761904762,26.1315,0.215
404-91-5964,God's Plan,Makindye,Normal,Male,Electronic accessories,14916,292.5,26,4362930,2/4/2024,16:09,Credit Card,522.06,4.761904762,26.103,9
404-91-5964,God's Plan,Makindye,Normal,Male,Electronic accessories,14916,50,26,10000,6/4/2024,16:09,Credit Card,522.06,4.761904762,26.103,9
157-13-5295,God's Plan,Makindye,Member,Male,Food and beverages,10388,83.2,26,864281.6,3/9/2024,18:24,Cash,519.4,4.761904762,25.97,6.5
157-13-5295,God's Plan,Makindye,Member,Male,Health and beauty,10388,130,26,1350440,4/9/2024,18:24,MOMO,519.4,4.761904762,25.97,6.5
410-67-1709,God's Plan,Makindye,Member,Male,Fashion accessories,12776,83.2,26,1062963.2,5/20/2024,17:48,MOMO,511.04,4.761904762,25.552,9.9
410-67-1709,God's Plan,Makindye,Member,Female,Fashion accessories,12776,83.2,26,1062963.2,1/20/2024,17:48,MOMO,511.04,4.761904762,25.552,9.9
721-86-6247,God's Plan,Makindye,Normal,Male,Home and lifestyle,12684,83.2,25,1055308.8,4/15/2024,12:55,MOMO,507.36,4.761904762,25.368,7.4
721-86-6247,God's Plan,Makindye,Normal,Female,Food and beverages,12684,83.2,25,1055308.8,3/11/2024,12:55,Cash,507.36,4.761904762,25.368,7.4
411-77-0180,God's Plan,Makindye,Member,Male,Electronic accessories,14440,50,25,10000,4/26/2024,20:14,MOMO,505.4,4.761904762,25.27,4.3
411-77-0180,God's Plan,Makindye,Member,Male,Electronic accessories,14440,292.5,25,4223700,3/26/2024,20:14,Cash,505.4,4.761904762,25.27,0.215
857-16-3520,God's Plan,Makindye,Member,Female,Fashion accessories,14292,292.5,25,4180410,3/28/2024,16:06,MOMO,500.22,4.761904762,25.011,0.225
857-16-3520,God's Plan,Makindye,Member,Male,Fashion accessories,14292,50,25,10000,4/28/2024,16:06,MOMO,500.22,4.761904762,25.011,4.5
815-11-1168,God's Plan,Makindye,Member,Male,Food and beverages,19956,32.5,25,648570,4/9/2024,19:09,Cash,498.9,4.761904762,24.945,5.4
815-11-1168,God's Plan,Makindye,Member,Male,Food and beverages,19956,32.5,25,648570,3/9/2024,19:09,Cash,498.9,4.761904762,24.945,5.4
534-01-4457,God's Plan,Makindye,Normal,Male,Food and beverages,16342,46.8,25,764805.6,5/27/2024,14:36,Credit Card,490.26,4.761904762,24.513,8
534-01-4457,God's Plan,Makindye,Normal,Male,Health and beauty,16342,46.8,25,764805.6,1/27/2024,14:36,Cash,490.26,4.761904762,24.513,8
105-31-1824,God's Plan,Makindye,Member,Male,Sports and travel,13904,50,24,10000,6/5/2024,15:10,Credit Card,486.64,4.761904762,24.332,8.5
689-05-1884,God's Plan,Makindye,Member,Male,Health and beauty,9726,130,24,1264380,4/4/2024,12:44,Cash,486.3,4.761904762,24.315,8.8
105-31-1824,God's Plan,Makindye,Member,Male,Food and beverages,13904,292.5,24,4066920,2/1/2024,15:10,Cash,486.64,4.761904762,24.332,8.5
689-05-1884,God's Plan,Makindye,Member,Male,Health and beauty,9726,83.2,24,809203.2,3/4/2024,12:44,Cash,486.3,4.761904762,24.315,8.8
667-23-5919,God's Plan,Makindye,Member,Male,Fashion accessories,19340,32.5,24,628550,5/14/2024,12:52,MOMO,483.5,4.761904762,24.175,7
786-94-2700,God's Plan,Makindye,Member,Male,Food and beverages,16124,46.8,24,754603.2,6/28/2024,20:18,Cash,483.72,4.761904762,24.186,9.1
786-94-2700,God's Plan,Makindye,Member,Male,Food and beverages,16124,46.8,24,754603.2,2/28/2024,20:18,Cash,483.72,4.761904762,24.186,9.1
667-23-5919,God's Plan,Makindye,Member,Female,Fashion accessories,19340,32.5,24,628550,1/14/2024,12:52,Cash,483.5,4.761904762,24.175,7
656-95-9349,God's Plan,Makindye,Member,Male,Health and beauty,13786,50,24,10000,4/15/2024,11:03,Credit Card,482.51,4.761904762,24.1255,4.6
656-95-9349,God's Plan,Makindye,Member,Female,Health and beauty,13786,292.5,24,4032405,3/11/2024,11:03,Credit Card,482.51,4.761904762,24.1255,0.23
160-22-2687,God's Plan,Makindye,Member,Male,Health and beauty,19190,32.5,24,623675,5/24/2024,14:21,MOMO,479.75,4.761904762,23.9875,8.8
160-22-2687,God's Plan,Makindye,Member,Female,Health and beauty,19190,32.5,24,623675,1/23/2024,14:21,MOMO,479.75,4.761904762,23.9875,8.8
704-11-6354,God's Plan,Makindye,Member,Male,Home and lifestyle,11780,83.2,24,980096,5/6/2024,11:23,Cash,471.2,4.761904762,23.56,8.9
704-11-6354,God's Plan,Makindye,Member,Male,Food and beverages,11780,83.2,24,980096,1/6/2024,11:23,Cash,471.2,4.761904762,23.56,8.9
744-02-5987,God's Plan,Makindye,Member,Male,Home and lifestyle,15676,46.8,24,733636.8,5/10/2024,14:16,MOMO,470.28,4.761904762,23.514,5.8
744-02-5987,God's Plan,Makindye,Member,Male,Home and lifestyle,15676,46.8,24,733636.8,1/10/2024,14:16,Cash,470.28,4.761904762,23.514,5.8
239-10-7476,God's Plan,Makindye,Normal,Female,Food and beverages,15590,46.8,23,729612,1/21/2024,16:37,Cash,467.7,4.761904762,23.385,8
239-10-7476,God's Plan,Makindye,Normal,Male,Home and lifestyle,15590,46.8,23,729612,5/25/2024,16:37,MOMO,467.7,4.761904762,23.385,8
123-19-1176,God's Plan,Makindye,Member,Male,Health and beauty,11644,83.2,23,968780.8,1/27/2024,20:33,Cash,465.76,4.761904762,23.288,8.4
123-19-1176,God's Plan,Makindye,Member,Male,Health and beauty,11644,83.2,23,968780.8,5/27/2024,20:33,MOMO,465.76,4.761904762,23.288,8.4
782-95-9291,God's Plan,Makindye,Member,Male,Food and beverages,18458,32.5,23,599885,6/20/2024,15:55,Credit Card,461.45,4.761904762,23.0725,9
782-95-9291,God's Plan,Makindye,Member,Male,Food and beverages,18458,32.5,23,599885,2/20/2024,15:55,Cash,461.45,4.761904762,23.0725,9
719-89-8991,God's Plan,Makindye,Member,Male,Sports and travel,18282,32.5,23,594165,6/25/2024,16:03,MOMO,457.05,4.761904762,22.8525,7.1
809-69-9497,God's Plan,Makindye,Normal,Male,Home and lifestyle,9136,130,23,1187680,5/19/2024,19:30,MOMO,456.8,4.761904762,22.84,5.7
719-89-8991,God's Plan,Makindye,Member,Female,Health and beauty,18282,32.5,23,594165,2/25/2024,16:03,Cash,457.05,4.761904762,22.8525,7.1
809-69-9497,God's Plan,Makindye,Normal,Female,Home and lifestyle,9136,83.2,23,760115.2,1/19/2024,19:30,MOMO,456.8,4.761904762,22.84,5.7
811-03-8790,God's Plan,Makindye,Normal,Male,Electronic accessories,9096,130,23,1182480,4/5/2024,10:22,Credit Card,454.8,4.761904762,22.74,4.8
811-03-8790,God's Plan,Makindye,Normal,Female,Electronic accessories,9096,83.2,23,756787.2,3/1/2024,10:22,Credit Card,454.8,4.761904762,22.74,0.24
361-85-2571,God's Plan,Makindye,Normal,Male,Sports and travel,17896,32.5,22,581620,4/30/2024,10:18,Cash,447.4,4.761904762,22.37,7.4
361-85-2571,God's Plan,Makindye,Normal,Female,Sports and travel,17896,32.5,22,581620,3/30/2024,10:18,Cash,447.4,4.761904762,22.37,7.4
760-90-2357,God's Plan,Makindye,Member,Male,Health and beauty,14902,46.8,22,697413.6,3/20/2024,15:08,Cash,447.06,4.761904762,22.353,5
760-90-2357,God's Plan,Makindye,Member,Male,Electronic accessories,14902,46.8,22,697413.6,4/20/2024,15:08,MOMO,447.06,4.761904762,22.353,5
407-63-8975,God's Plan,Makindye,Normal,Male,Food and beverages,14776,46.8,22,691516.8,3/23/2024,19:16,Cash,443.28,4.761904762,22.164,0.22
407-63-8975,God's Plan,Makindye,Normal,Male,Food and beverages,14776,46.8,22,691516.8,4/24/2024,19:16,MOMO,443.28,4.761904762,22.164,
759-29-9521,God's Plan,Makindye,Member,Male,Fashion accessories,9792,105.3,22,1031097.6,4/4/2024,11:27,Cash,440.64,4.761904762,22.032,8
759-29-9521,God's Plan,Makindye,Member,Female,Fashion accessories,9792,105.3,22,1031097.6,3/4/2024,11:27,Cash,440.64,4.761904762,22.032,8
828-61-5674,God's Plan,Makindye,Member,Male,Food and beverages,8804,83.2,22,732492.8,3/20/2024,19:57,Cash,440.2,4.761904762,22.01,9.6
828-61-5674,God's Plan,Makindye,Member,Male,Sports and travel,8804,130,22,1144520,4/20/2024,19:57,Credit Card,440.2,4.761904762,22.01,9.6
462-67-9126,God's Plan,Makindye,Normal,Male,Home and lifestyle,14644,46.8,22,685339.2,1/21/2024,17:44,Cash,439.32,4.761904762,21.966,7.2
462-67-9126,God's Plan,Makindye,Normal,Male,Home and lifestyle,14644,46.8,22,685339.2,5/25/2024,17:44,Cash,439.32,4.761904762,21.966,7.2
800-09-8606,God's Plan,Makindye,Member,Male,Home and lifestyle,17474,32.5,22,567905,5/29/2024,19:45,Cash,436.85,4.761904762,21.8425,
800-09-8606,God's Plan,Makindye,Member,Female,Home and lifestyle,17474,32.5,22,567905,1/29/2024,19:45,Cash,436.85,4.761904762,21.8425,
765-26-6951,God's Plan,Makindye,Normal,Male,Sports and travel,14522,46.8,22,679629.6,1/1/2024,10:39,Credit Card,435.66,4.761904762,21.783,6.9
765-26-6951,God's Plan,Makindye,Normal,Male,Sports and travel,14522,46.8,22,679629.6,5/5/2024,10:39,Credit Card,435.66,4.761904762,21.783,6.9
252-56-2699,God's Plan,Makindye,Normal,Male,Food and beverages,8638,83.2,22,718681.6,2/7/2024,16:48,MOMO,431.9,4.761904762,21.595,8.2
252-56-2699,God's Plan,Makindye,Normal,Male,Food and beverages,8638,130,22,1122940,6/7/2024,16:48,MOMO,431.9,4.761904762,21.595,8.2
405-31-3305,God's Plan,Makindye,Member,Male,Fashion accessories,8626,130,22,1121380,6/6/2024,18:31,Credit Card,431.3,4.761904762,21.565,5.5
405-31-3305,God's Plan,Makindye,Member,Male,Fashion accessories,8626,83.2,22,717683.2,2/2/2024,18:31,Cash,431.3,4.761904762,21.565,5.5
550-84-8664,God's Plan,Makindye,Normal,Male,Health and beauty,17182,32.5,21,558415,3/22/2024,14:33,Cash,429.55,4.761904762,21.4775,8.6
